Province_State,date,total_deaths
Missouri,2020-11-11,3347
Missouri,2020-11-12,3370
Missouri,2020-11-13,3391
Missouri,2020-11-14,3406
Missouri,2020-11-15,3409
Missouri,2020-11-16,3424
Missouri,2020-11-17,3488
Missouri,2020-11-18,3510
Missouri,2020-11-19,3542
Missouri,2020-11-20,3580
Missouri,2020-11-21,3597
Missouri,2020-11-22,3601
Missouri,2020-11-23,3609
Missouri,2020-11-24,3793
Missouri,2020-11-25,3831
Missouri,2020-11-26,3864
Missouri,2020-11-27,3865
Missouri,2020-11-28,3873
Missouri,2020-11-29,3879
Missouri,2020-11-30,3890
Missouri,2020-12-01,4055
Missouri,2020-12-02,4106
Missouri,2020-12-03,4170
Missouri,2020-12-04,4245
Missouri,2020-12-05,4305
Missouri,2020-12-06,4313
Missouri,2020-12-07,4318
Missouri,2020-12-08,4459
Missouri,2020-12-09,4499
Missouri,2020-12-10,4573
Missouri,2020-12-11,4580
Missouri,2020-12-12,4631
Missouri,2020-12-13,4638
Missouri,2020-12-14,4642
Missouri,2020-12-15,4866
Missouri,2020-12-16,4929
Missouri,2020-12-17,4980
Missouri,2020-12-18,5009
Missouri,2020-12-19,5077
Missouri,2020-12-20,5105
Missouri,2020-12-21,5117
Missouri,2020-12-22,5330
Missouri,2020-12-23,5435
Missouri,2020-12-24,5480
Missouri,2020-12-25,5489
Missouri,2020-12-26,5500
Missouri,2020-12-27,5501
Missouri,2020-12-28,5507
Missouri,2020-12-29,5608
Missouri,2020-12-30,5694
Missouri,2020-12-31,5724
Missouri,2021-01-01,5747
Missouri,2021-01-02,5751
Missouri,2021-01-03,5770
Missouri,2021-01-04,5772
Missouri,2021-01-05,5987
Missouri,2021-01-06,6022
Missouri,2021-01-07,6094
Missouri,2021-01-08,6131
Missouri,2021-01-09,6173
Missouri,2021-01-10,6180
Missouri,2021-01-11,6184
Missouri,2021-01-12,6383
Missouri,2021-01-13,6411
Missouri,2021-01-14,6457
Missouri,2021-01-15,6492
Missouri,2021-01-16,6523
Missouri,2021-01-17,6526
Missouri,2021-01-18,6530
Missouri,2021-01-19,6543
Missouri,2021-01-20,6742
Missouri,2021-01-21,6778
Missouri,2021-01-22,6823
Missouri,2021-01-23,6841
Missouri,2021-01-24,6848
Missouri,2021-01-25,6855
Missouri,2021-01-26,6984
Missouri,2021-01-27,7018
Missouri,2021-01-28,7041
Missouri,2021-01-29,7055
Missouri,2021-01-30,7070
Missouri,2021-01-31,7071
Missouri,2021-02-01,7074
Missouri,2021-02-02,7340
Missouri,2021-02-03,7415
Missouri,2021-02-04,7441
Missouri,2021-02-05,7455
Missouri,2021-02-06,7472
Missouri,2021-02-07,7474
Missouri,2021-02-08,7475
Missouri,2021-02-09,7485
Missouri,2021-02-10,7496
Missouri,2021-02-11,7721
Missouri,2021-02-12,7752
Missouri,2021-02-13,7780
Missouri,2021-02-14,7782
Missouri,2021-02-15,7783
Missouri,2021-02-16,7787
Missouri,2021-02-17,7821
Missouri,2021-02-18,7997
Missouri,2021-02-19,8048
Missouri,2021-02-20,8059
Missouri,2021-02-21,8059
Missouri,2021-02-22,8062
Missouri,2021-02-23,8206
Missouri,2021-02-24,8223
Missouri,2021-02-25,8255
Missouri,2021-02-26,8270
Missouri,2021-02-27,8282
Missouri,2021-02-28,8281
Missouri,2021-03-01,8283
Missouri,2021-03-02,8298
Missouri,2021-03-03,8482
Missouri,2021-03-04,8488
Missouri,2021-03-05,8504
Missouri,2021-03-06,8512
Missouri,2021-03-07,8514
Missouri,2021-03-08,8516
Missouri,2021-03-09,8625
Missouri,2021-03-10,8637
Missouri,2021-03-11,8647
Missouri,2021-03-12,8655
Missouri,2021-03-13,8660
Missouri,2021-03-14,8660
Missouri,2021-03-15,8661
Missouri,2021-03-16,8694
Missouri,2021-03-17,8702
Missouri,2021-03-18,8708
Missouri,2021-03-19,8709
Missouri,2021-03-20,8713
Missouri,2021-03-21,8718
Missouri,2021-03-22,8719
Missouri,2021-03-23,8773
Missouri,2021-03-24,8785
Missouri,2021-03-25,8788
Missouri,2021-03-26,8792
Missouri,2021-03-27,8796
Missouri,2021-03-28,8796
Missouri,2021-03-29,8797
Missouri,2021-03-30,8848
Missouri,2021-03-31,8853
Missouri,2021-04-01,8859
Missouri,2021-04-02,8861
Missouri,2021-04-03,8866
Missouri,2021-04-04,8866
Missouri,2021-04-05,8867
Missouri,2021-04-06,8876
Missouri,2021-04-07,8878
Missouri,2021-04-08,8879
Missouri,2021-04-09,8878
Missouri,2021-04-10,8884
Missouri,2021-04-11,8885
Missouri,2021-04-12,8887
Missouri,2021-04-13,8970
Missouri,2021-04-14,8995
Missouri,2021-04-15,9000
Missouri,2021-04-16,9005
Missouri,2021-04-17,9009
Missouri,2021-04-18,9009
Missouri,2021-04-19,9010
Missouri,2021-04-20,9049
Missouri,2021-04-21,9056
Missouri,2021-04-22,9064
Missouri,2021-04-23,9065
Missouri,2021-04-24,9072
Missouri,2021-04-25,9075
Missouri,2021-04-26,9077
Missouri,2021-04-27,9116
Missouri,2021-04-28,9129
Missouri,2021-04-29,9132
Missouri,2021-04-30,9138
Missouri,2021-05-01,9145
Missouri,2021-05-02,9148
Missouri,2021-05-03,9150
Missouri,2021-05-04,9209
Missouri,2021-05-05,9215
Missouri,2021-05-06,9219
Missouri,2021-05-07,9221
Missouri,2021-05-08,9224
Missouri,2021-05-09,9226
Missouri,2021-05-10,9230
Missouri,2021-05-11,9244
Missouri,2021-05-12,9252
Missouri,2021-05-13,9258
Missouri,2021-05-14,9266
Missouri,2021-05-15,9270
Missouri,2021-05-16,9270
Missouri,2021-05-17,9271
Missouri,2021-05-18,9387
Missouri,2021-05-19,9403
Missouri,2021-05-20,9408
Missouri,2021-05-21,9417
Missouri,2021-05-22,9420
Missouri,2021-05-23,9420
Missouri,2021-05-24,9420
Missouri,2021-05-25,9463
Missouri,2021-05-26,9481
Missouri,2021-05-27,9490
Missouri,2021-05-28,9495
Missouri,2021-05-29,9496
Missouri,2021-05-30,9496
Missouri,2021-05-31,9498
Missouri,2021-06-01,9499
Missouri,2021-06-02,9537
Missouri,2021-06-03,9544
Missouri,2021-06-04,9554
Missouri,2021-06-05,9558
Missouri,2021-06-06,9557
Missouri,2021-06-07,9560
Missouri,2021-06-08,9593
Missouri,2021-06-09,9608
Missouri,2021-06-10,9611
Missouri,2021-06-11,9614
Missouri,2021-06-12,9615
Missouri,2021-06-13,9615
Missouri,2021-06-14,9618
Missouri,2021-06-15,9638
Missouri,2021-06-16,9640
Missouri,2021-06-17,9645
Missouri,2021-06-18,9646
Missouri,2021-06-19,9648
Missouri,2021-06-20,9648
Missouri,2021-06-21,9649
Missouri,2021-06-22,9664
Missouri,2021-06-23,9668
Missouri,2021-06-24,9669
Missouri,2021-06-25,9673
Missouri,2021-06-26,9676
Missouri,2021-06-27,9676
Missouri,2021-06-28,9676
Missouri,2021-06-29,9717
Missouri,2021-06-30,9726
Missouri,2021-07-01,9731
Missouri,2021-07-02,9748
Missouri,2021-07-03,9756
Missouri,2021-07-04,9758
Missouri,2021-07-05,9758
Missouri,2021-07-06,9758
Missouri,2021-07-07,9788
Missouri,2021-07-08,9792
Missouri,2021-07-09,9799
Missouri,2021-07-10,9804
Missouri,2021-07-11,9804
Missouri,2021-07-12,9805
Missouri,2021-07-13,9857
Missouri,2021-07-14,9872
Missouri,2021-07-15,9882
Missouri,2021-07-16,9889
Missouri,2021-07-17,9894
Missouri,2021-07-18,9894
Missouri,2021-07-19,9897
Missouri,2021-07-20,9938
Missouri,2021-07-21,9946
Missouri,2021-07-22,9954
Missouri,2021-07-23,9969
Missouri,2021-07-24,9979
Missouri,2021-07-25,9979
Missouri,2021-07-26,9981
Missouri,2021-07-27,10043
Missouri,2021-07-28,10067
Missouri,2021-07-29,10072
Missouri,2021-07-30,10081
Missouri,2021-07-31,10099
Missouri,2021-08-01,10102
Missouri,2021-08-02,10106
Missouri,2021-08-03,10193
Missouri,2021-08-04,10219
Missouri,2021-08-05,10243
Missouri,2021-08-06,10265
Missouri,2021-08-07,10274
Missouri,2021-08-08,10275
Missouri,2021-08-09,10275
Missouri,2021-08-10,10413
Missouri,2021-08-11,10429
Missouri,2021-08-12,10449
Missouri,2021-08-13,10457
Missouri,2021-08-14,10477
Missouri,2021-08-15,10478
Missouri,2021-08-16,10479
Missouri,2021-08-17,10599
Missouri,2021-08-18,10608
Missouri,2021-08-19,10618
Missouri,2021-08-20,10635
Missouri,2021-08-21,10658
Missouri,2021-08-22,10661
Missouri,2021-08-23,10664
Missouri,2021-08-24,10827
Missouri,2021-08-25,10852
Missouri,2021-08-26,10865
Missouri,2021-08-27,10894
Missouri,2021-08-28,10908
Missouri,2021-08-29,10913
Missouri,2021-08-30,10914
Missouri,2021-08-31,11048
Missouri,2021-09-01,11089
Missouri,2021-09-02,11104
Missouri,2021-09-03,11123
Missouri,2021-09-04,11130
Missouri,2021-09-05,11138
Missouri,2021-09-06,11140
Missouri,2021-09-07,11145
Missouri,2021-09-08,11291
Missouri,2021-09-09,11320
Missouri,2021-09-10,11341
Missouri,2021-09-11,11357
Missouri,2021-09-12,11360
Missouri,2021-09-13,11361
Missouri,2021-09-14,11483
Missouri,2021-09-15,11503
Missouri,2021-09-16,11515
Missouri,2021-09-17,11533
Missouri,2021-09-18,11548
Missouri,2021-09-19,11548
Missouri,2021-09-20,11549
Missouri,2021-09-21,11747
Missouri,2021-09-22,11765
Missouri,2021-09-23,11794
Missouri,2021-09-24,11799
Missouri,2021-09-25,11817
Missouri,2021-09-26,11820
Missouri,2021-09-27,11820
Missouri,2021-09-28,11946
Missouri,2021-09-29,11966
Missouri,2021-09-30,11976
Missouri,2021-10-01,11999
Missouri,2021-10-02,12007
Missouri,2021-10-03,12011
Missouri,2021-10-04,12013
Missouri,2021-10-05,12133
Missouri,2021-10-06,12160
Missouri,2021-10-07,12171
Missouri,2021-10-08,12176
Missouri,2021-10-09,12181
Missouri,2021-10-10,12182
Missouri,2021-10-11,12187
Missouri,2021-10-12,12192
Missouri,2021-10-13,12285
Missouri,2021-10-14,12321
Missouri,2021-10-15,12327
Missouri,2021-10-16,12333
Missouri,2021-10-17,12335
Missouri,2021-10-18,12336
Missouri,2021-10-19,12410
Missouri,2021-10-20,12430
Missouri,2021-10-21,12438
Missouri,2021-10-22,12449
Missouri,2021-10-23,12453
Missouri,2021-10-24,12451
Missouri,2021-10-25,12451
Missouri,2021-10-26,12503
Missouri,2021-10-27,12528
Missouri,2021-10-28,12537
Missouri,2021-10-29,12544
Missouri,2021-10-30,12550
Missouri,2021-10-31,12554
Missouri,2021-11-01,12554
Missouri,2021-11-02,12678
Missouri,2021-11-03,12687
Missouri,2021-11-04,12690
Missouri,2021-11-05,12697
Missouri,2021-11-06,12704
Missouri,2021-11-07,12704
Missouri,2021-11-08,12704
Missouri,2021-11-09,12787
Missouri,2021-11-10,12826
Missouri,2021-11-11,12826
Missouri,2021-11-12,12833
Missouri,2021-11-13,12840
Missouri,2021-11-14,12841
Missouri,2021-11-15,12841
Missouri,2021-11-16,12903
Missouri,2021-11-17,12909
Missouri,2021-11-18,12985
Missouri,2021-11-19,12996
Missouri,2021-11-20,13002
Missouri,2021-11-21,13004
Missouri,2021-11-22,12933
Missouri,2021-11-23,13006
Missouri,2021-11-24,13021
Missouri,2021-11-25,13021
Missouri,2021-11-26,13021
Missouri,2021-11-27,13024
Missouri,2021-11-28,13025
Missouri,2021-11-29,13033
Missouri,2021-11-30,13086
Missouri,2021-12-01,13098
Missouri,2021-12-02,15539
Missouri,2021-12-03,15549
Missouri,2021-12-04,15563
Missouri,2021-12-05,15564
Missouri,2021-12-06,15566
Missouri,2021-12-07,15646
Missouri,2021-12-08,15660
Missouri,2021-12-09,15681
Missouri,2021-12-10,15701
Missouri,2021-12-11,15708
Missouri,2021-12-12,15709
Missouri,2021-12-13,15711
Missouri,2021-12-14,15722
Missouri,2021-12-15,15832
Missouri,2021-12-16,15842
Missouri,2021-12-17,15859
Missouri,2021-12-18,15870
Missouri,2021-12-19,15871
Missouri,2021-12-20,15871
Missouri,2021-12-21,15978
Missouri,2021-12-22,16002
Missouri,2021-12-23,16013
Missouri,2021-12-24,16016
Missouri,2021-12-25,16016
Missouri,2021-12-26,16020
Missouri,2021-12-27,16025
Missouri,2021-12-28,16178
Missouri,2021-12-29,16202
Missouri,2021-12-30,16221
Missouri,2021-12-31,16227
Missouri,2022-01-01,16227
Missouri,2022-01-02,16233
Missouri,2022-01-03,16237
Missouri,2022-01-04,16406
Missouri,2022-01-05,16447
Missouri,2022-01-06,16477
Missouri,2022-01-07,16491
Missouri,2022-01-08,16508
Missouri,2022-01-09,16511
Missouri,2022-01-10,16515
Missouri,2022-01-11,16722
Missouri,2022-01-12,16754
Missouri,2022-01-13,16774
Missouri,2022-01-14,16801
Missouri,2022-01-15,16823
Missouri,2022-01-16,16823
Missouri,2022-01-17,16822
Missouri,2022-01-18,16846
Missouri,2022-01-19,16996
Missouri,2022-01-20,17025
Missouri,2022-01-21,17241
Missouri,2022-01-22,17252
Missouri,2022-01-23,17253
Missouri,2022-01-24,17275
Missouri,2022-01-25,17309
Missouri,2022-01-26,17346
Missouri,2022-01-27,17362
Missouri,2022-01-28,17393
Missouri,2022-01-29,17402
Missouri,2022-01-30,17403
Missouri,2022-01-31,17415
Missouri,2022-02-01,17730
Missouri,2022-02-02,17808
Missouri,2022-02-03,17838
Missouri,2022-02-04,17847
Missouri,2022-02-05,17855
Missouri,2022-02-06,17865
Missouri,2022-02-07,17879
Missouri,2022-02-08,18158
Missouri,2022-02-09,18187
Missouri,2022-02-10,18203
Missouri,2022-02-11,18212
Missouri,2022-02-12,18217
Missouri,2022-02-13,18217
Missouri,2022-02-14,18241
Missouri,2022-02-15,18511
Missouri,2022-02-16,18548
Missouri,2022-02-17,18585
Missouri,2022-02-18,18596
Missouri,2022-02-19,18597
Missouri,2022-02-20,18598
Missouri,2022-02-21,18600
Missouri,2022-02-22,18622
Missouri,2022-02-23,18650
Missouri,2022-02-24,19037
Missouri,2022-02-25,19046
Missouri,2022-02-26,19048
Missouri,2022-02-27,19048
Missouri,2022-02-28,19065
Missouri,2022-03-01,19242
Missouri,2022-03-02,19277
Missouri,2022-03-03,19310
Missouri,2022-03-04,19318
Missouri,2022-03-05,19321
Missouri,2022-03-06,19321
Missouri,2022-03-07,19320
Missouri,2022-03-08,19527
Missouri,2022-03-09,19534
Missouri,2022-03-10,19539
Missouri,2022-03-11,19546
Missouri,2022-03-12,19546
Missouri,2022-03-13,19546
Missouri,2022-03-14,19554
Missouri,2022-03-15,19853
Missouri,2022-03-16,19856
Missouri,2022-03-17,19855
Missouri,2022-03-18,19855
Missouri,2022-03-19,19855
Missouri,2022-03-20,19855
Missouri,2022-03-21,19879
Missouri,2022-03-22,19855
Missouri,2022-03-23,20040
Missouri,2022-03-24,20042
Missouri,2022-03-25,20046
Missouri,2022-03-26,20046
Missouri,2022-03-27,20046
Missouri,2022-03-28,20056
Missouri,2022-03-29,20142
Missouri,2022-03-30,20153
Missouri,2022-03-31,20166
Missouri,2022-04-01,20166
Missouri,2022-04-02,20166
Missouri,2022-04-03,20166
Missouri,2022-04-04,20166
Missouri,2022-04-05,20168
Missouri,2022-04-06,20169
Missouri,2022-04-07,20304
Missouri,2022-04-08,20311
Missouri,2022-04-09,20311
Missouri,2022-04-10,20311
Missouri,2022-04-11,20311
Missouri,2022-04-12,20315
Missouri,2022-04-13,20318
Missouri,2022-04-14,20400
Missouri,2022-04-15,20406
Missouri,2022-04-16,20406
Missouri,2022-04-17,20406
Missouri,2022-04-18,20407
Missouri,2022-04-19,20407
Missouri,2022-04-20,20414
Missouri,2022-04-21,20473
Missouri,2022-04-22,20476
Missouri,2022-04-23,20476
Missouri,2022-04-24,20476
Missouri,2022-04-25,20476
Missouri,2022-04-26,20479
Missouri,2022-04-27,20484
Missouri,2022-04-28,20516
Missouri,2022-04-29,20516
Missouri,2022-04-30,20516
Missouri,2022-05-01,20516
Missouri,2022-05-02,20517
Missouri,2022-05-03,20532
Missouri,2022-05-04,20533
Missouri,2022-05-05,20533
Missouri,2022-05-06,20554
Missouri,2022-05-07,20554
Missouri,2022-05-08,20554
Missouri,2022-05-09,20554
Missouri,2022-05-10,20554
Missouri,2022-05-11,20554
Missouri,2022-05-12,20553
Missouri,2022-05-13,20365
Missouri,2022-05-14,20365
Missouri,2022-05-15,20365
Missouri,2022-05-16,20365
Missouri,2022-05-17,20365
Missouri,2022-05-18,20606
Missouri,2022-05-19,20607
Missouri,2022-05-20,20636
Missouri,2022-05-21,20636
Missouri,2022-05-22,20636
Missouri,2022-05-23,20636
Missouri,2022-05-24,20637
Missouri,2022-05-25,20637
Missouri,2022-05-26,20637
Missouri,2022-05-27,20768
Missouri,2022-05-28,20768
Missouri,2022-05-29,20768
Missouri,2022-05-30,20768
Missouri,2022-05-31,20770
Missouri,2022-06-01,20771
Missouri,2022-06-02,20773
Missouri,2022-06-03,20807
Missouri,2022-06-04,20807
Missouri,2022-06-05,20807
Missouri,2022-06-06,20808
Missouri,2022-06-07,20809
Missouri,2022-06-08,20809
Missouri,2022-06-09,20809
Missouri,2022-06-10,20823
Missouri,2022-06-11,20823
Missouri,2022-06-12,20823
Missouri,2022-06-13,20823
Missouri,2022-06-14,20823
Missouri,2022-06-15,20824
Missouri,2022-06-16,20825
Missouri,2022-06-17,20829
Missouri,2022-06-18,20829
Missouri,2022-06-19,20829
Missouri,2022-06-20,20829
Missouri,2022-06-21,20830
Missouri,2022-06-22,20831
Missouri,2022-06-23,20834
Missouri,2022-06-24,20891
Missouri,2022-06-25,20891
Missouri,2022-06-26,20891
Missouri,2022-06-27,20900
Missouri,2022-06-28,20901
Missouri,2022-06-29,20903
Missouri,2022-06-30,20905
Missouri,2022-07-01,20947
Missouri,2022-07-02,20947
Missouri,2022-07-03,20947
Missouri,2022-07-04,20947
Missouri,2022-07-05,20947
Missouri,2022-07-06,20958
Missouri,2022-07-07,20961
Missouri,2022-07-08,20992
Missouri,2022-07-09,20992
Missouri,2022-07-10,20992
Missouri,2022-07-11,20997
Missouri,2022-07-12,20997
Missouri,2022-07-13,20998
Missouri,2022-07-14,21001
Missouri,2022-07-15,21019
Missouri,2022-07-16,21019
Missouri,2022-07-17,21019
Missouri,2022-07-18,21019
Missouri,2022-07-19,21021
Missouri,2022-07-20,21021
Missouri,2022-07-21,21021
Missouri,2022-07-22,21074
Missouri,2022-07-23,21074
Missouri,2022-07-24,21074
Missouri,2022-07-25,21082
Missouri,2022-07-26,21082
Missouri,2022-07-27,21083
Missouri,2022-07-28,21086
Missouri,2022-07-29,21133
Missouri,2022-07-30,21133
Missouri,2022-07-31,21133
Missouri,2022-08-01,21135
Missouri,2022-08-02,21143
Missouri,2022-08-03,21143
Missouri,2022-08-04,21144
Missouri,2022-08-05,21204
Missouri,2022-08-06,21204
Missouri,2022-08-07,21204
Missouri,2022-08-08,21237
Missouri,2022-08-09,21237
Missouri,2022-08-10,21237
Missouri,2022-08-11,21239
Missouri,2022-08-12,21296
Missouri,2022-08-13,21296
Missouri,2022-08-14,21296
Missouri,2022-08-15,21302
Missouri,2022-08-16,21302
Missouri,2022-08-17,21302
Missouri,2022-08-18,21302
Missouri,2022-08-19,21347
Missouri,2022-08-20,21345
Missouri,2022-08-21,21345
Missouri,2022-08-22,21349
Missouri,2022-08-23,21349
Missouri,2022-08-24,21349
Missouri,2022-08-25,21349
Missouri,2022-08-26,21440
Missouri,2022-08-27,21440
Missouri,2022-08-28,21440
Missouri,2022-08-29,21440
Missouri,2022-08-30,21440
Missouri,2022-08-31,21444
Missouri,2022-09-01,21444
Missouri,2022-09-02,21511
Missouri,2022-09-03,21514
Missouri,2022-09-04,21514
Missouri,2022-09-05,21520
Missouri,2022-09-06,21523
Missouri,2022-09-07,21525
Missouri,2022-09-08,21526
Missouri,2022-09-09,21560
Missouri,2022-09-10,21560
Missouri,2022-09-11,21560
Missouri,2022-09-12,21561
Missouri,2022-09-13,21561
Missouri,2022-09-14,21564
Missouri,2022-09-15,21564
Missouri,2022-09-16,21604
Missouri,2022-09-17,21604
Missouri,2022-09-18,21604
Missouri,2022-09-19,21604
Missouri,2022-09-20,21604
Missouri,2022-09-21,21604
Missouri,2022-09-22,21607
Missouri,2022-09-23,21633
Missouri,2022-09-24,21633
Missouri,2022-09-25,21633
Missouri,2022-09-26,21636
Missouri,2022-09-27,21636
Missouri,2022-09-28,21636
Missouri,2022-09-29,21637
Missouri,2022-09-30,21700
Missouri,2022-10-01,21700
Missouri,2022-10-02,21700
Missouri,2022-10-03,21711
Missouri,2022-10-04,21709
Missouri,2022-10-05,21714
Missouri,2022-10-06,21714
Missouri,2022-10-07,21731
Missouri,2022-10-08,21731
Missouri,2022-10-09,21731
Missouri,2022-10-10,21734
Missouri,2022-10-11,21770
Missouri,2022-10-12,21771
Missouri,2022-10-13,21773
Missouri,2022-10-14,21802
Missouri,2022-10-15,21802
Missouri,2022-10-16,21802
Missouri,2022-10-17,21802
Missouri,2022-10-18,21799
Missouri,2022-10-19,21804
Missouri,2022-10-20,21807
Missouri,2022-10-21,21856
Missouri,2022-10-22,21856
Missouri,2022-10-23,21856
Missouri,2022-10-24,21860
Missouri,2022-10-25,21860
Missouri,2022-10-26,21861
Missouri,2022-10-27,21861
Missouri,2022-10-28,21863
Missouri,2022-10-29,21863
Missouri,2022-10-30,21863
Missouri,2022-10-31,21859
Missouri,2022-11-01,21876
Missouri,2022-11-02,21884
Missouri,2022-11-03,21884
Missouri,2022-11-04,21884
Missouri,2022-11-05,21884
Missouri,2022-11-06,21884
Missouri,2022-11-07,21884
Missouri,2022-11-08,21933
Missouri,2022-11-09,21937
Missouri,2022-11-10,21937
Missouri,2022-11-11,21940
Missouri,2022-11-12,21940
Missouri,2022-11-13,21940
Missouri,2022-11-14,21940
Missouri,2022-11-15,21957
Missouri,2022-11-16,21959
Missouri,2022-11-17,21959
Missouri,2022-11-18,21959
Missouri,2022-11-19,21959
Missouri,2022-11-20,21959
Missouri,2022-11-21,21959
Missouri,2022-11-22,22001
Missouri,2022-11-23,22001
Missouri,2022-11-24,22001
Missouri,2022-11-25,22001
Missouri,2022-11-26,22001
Missouri,2022-11-27,22001
Missouri,2022-11-28,22001
Missouri,2022-11-29,22033
Missouri,2022-11-30,22037
Missouri,2022-12-01,22037
Missouri,2022-12-02,22038
Missouri,2022-12-03,22038
Missouri,2022-12-04,22038
Missouri,2022-12-05,22060
Missouri,2022-12-06,22092
Missouri,2022-12-07,22092
Missouri,2022-12-08,22094
Missouri,2022-12-09,22095
Missouri,2022-12-10,22095
Missouri,2022-12-11,22095
Missouri,2022-12-12,22099
Missouri,2022-12-13,22148
Missouri,2022-12-14,22151
Missouri,2022-12-15,22151
Missouri,2022-12-16,22154
Missouri,2022-12-17,22154
Missouri,2022-12-18,22154
Missouri,2022-12-19,22158
Missouri,2022-12-20,22206
Missouri,2022-12-21,22208
Missouri,2022-12-22,22208
Missouri,2022-12-23,22209
Missouri,2022-12-24,22209
Missouri,2022-12-25,22209
Missouri,2022-12-26,22209
Missouri,2022-12-27,22233
Missouri,2022-12-28,22239
Missouri,2022-12-29,22244
Missouri,2022-12-30,22246
Missouri,2022-12-31,22246
Missouri,2023-01-01,22246
Missouri,2023-01-02,22246
Missouri,2023-01-03,22280
Missouri,2023-01-04,22286
Missouri,2023-01-05,22292
Missouri,2023-01-06,22292
Missouri,2023-01-07,22292
Missouri,2023-01-08,22292
Missouri,2023-01-09,22293
Missouri,2023-01-10,22411
Missouri,2023-01-11,22420
Missouri,2023-01-12,22421
Missouri,2023-01-13,22421
Missouri,2023-01-14,22421
Missouri,2023-01-15,22421
Missouri,2023-01-16,22421
Missouri,2023-01-17,22476
Missouri,2023-01-18,22490
Missouri,2023-01-19,22491
Missouri,2023-01-20,22493
Missouri,2023-01-21,22493
Missouri,2023-01-22,22493
Missouri,2023-01-23,22493
Missouri,2023-01-24,22546
Missouri,2023-01-25,22546
Missouri,2023-01-26,22553
Missouri,2023-01-27,22556
Missouri,2023-01-28,22556
Missouri,2023-01-29,22556
Missouri,2023-01-30,22556
Missouri,2023-01-31,22603
Missouri,2023-02-01,22604
Missouri,2023-02-02,22604
Missouri,2023-02-03,22604
Missouri,2023-02-04,22604
Missouri,2023-02-05,22604
Missouri,2023-02-06,22612
Missouri,2023-02-07,22665
Missouri,2023-02-08,22666
Missouri,2023-02-09,22667
Missouri,2023-02-10,22668
Missouri,2023-02-11,22668
Missouri,2023-02-12,22668
Missouri,2023-02-13,22670
Missouri,2023-02-14,22705
Missouri,2023-02-15,22710
Missouri,2023-02-16,22711
Missouri,2023-02-17,22711
Missouri,2023-02-18,22711
Missouri,2023-02-19,22711
Missouri,2023-02-20,22713
Missouri,2023-02-21,22753
Missouri,2023-02-22,22757
Missouri,2023-02-23,22759
Missouri,2023-02-24,22760
Missouri,2023-02-25,22760
Missouri,2023-02-26,22760
Missouri,2023-02-27,22760
Missouri,2023-02-28,22795
Missouri,2023-03-01,22795
Missouri,2023-03-02,22798
Missouri,2023-03-03,22825
Missouri,2023-03-04,22825
Missouri,2023-03-05,22825
Missouri,2023-03-06,22825
Missouri,2023-03-07,22868
Missouri,2023-03-08,22869
Missouri,2023-03-09,22870
Montana,2020-01-22,0
Montana,2020-01-23,0
Montana,2020-01-24,0
Montana,2020-01-25,0
Montana,2020-01-26,0
Montana,2020-01-27,0
Montana,2020-01-28,0
Montana,2020-01-29,0
Montana,2020-01-30,0
Montana,2020-01-31,0
Montana,2020-02-01,0
Montana,2020-02-02,0
Montana,2020-02-03,0
Montana,2020-02-04,0
Montana,2020-02-05,0
Montana,2020-02-06,0
Montana,2020-02-07,0
Montana,2020-02-08,0
Montana,2020-02-09,0
Montana,2020-02-10,0
Montana,2020-02-11,0
Montana,2020-02-12,0
Montana,2020-02-13,0
Montana,2020-02-14,0
Montana,2020-02-15,0
Montana,2020-02-16,0
Montana,2020-02-17,0
Montana,2020-02-18,0
Montana,2020-02-19,0
Montana,2020-02-20,0
Montana,2020-02-21,0
Montana,2020-02-22,0
Montana,2020-02-23,0
Montana,2020-02-24,0
Montana,2020-02-25,0
Montana,2020-02-26,0
Montana,2020-02-27,0
Montana,2020-02-28,0
Montana,2020-02-29,0
Montana,2020-03-01,0
Montana,2020-03-02,0
Montana,2020-03-03,0
Montana,2020-03-04,0
Montana,2020-03-05,0
Montana,2020-03-06,0
Montana,2020-03-07,0
Montana,2020-03-08,0
Montana,2020-03-09,0
Montana,2020-03-10,0
Montana,2020-03-11,0
Montana,2020-03-12,0
Montana,2020-03-13,0
Montana,2020-03-14,0
Montana,2020-03-15,0
Montana,2020-03-16,0
Montana,2020-03-17,0
Montana,2020-03-18,0
Montana,2020-03-19,0
Montana,2020-03-20,0
Montana,2020-03-21,0
Montana,2020-03-22,0
Montana,2020-03-23,0
Montana,2020-03-24,0
Montana,2020-03-25,0
Montana,2020-03-26,0
Montana,2020-03-27,1
Montana,2020-03-28,1
Montana,2020-03-29,1
Montana,2020-03-30,5
Montana,2020-03-31,5
Montana,2020-04-01,6
Montana,2020-04-02,6
Montana,2020-04-03,5
Montana,2020-04-04,6
Montana,2020-04-05,6
Montana,2020-04-06,6
Montana,2020-04-07,6
Montana,2020-04-08,6
Montana,2020-04-09,6
Montana,2020-04-10,6
Montana,2020-04-11,6
Montana,2020-04-12,6
Montana,2020-04-13,7
Montana,2020-04-14,7
Montana,2020-04-15,7
Montana,2020-04-16,7
Montana,2020-04-17,8
Montana,2020-04-18,10
Montana,2020-04-19,10
Montana,2020-04-20,10
Montana,2020-04-21,12
Montana,2020-04-22,14
Montana,2020-04-23,14
Montana,2020-04-24,14
Montana,2020-04-25,14
Montana,2020-04-26,14
