Province_State,date,total_cases
North Dakota,2020-06-29,3578
North Dakota,2020-06-30,3617
North Dakota,2020-07-01,3660
North Dakota,2020-07-02,3723
North Dakota,2020-07-03,3780
North Dakota,2020-07-04,3816
North Dakota,2020-07-05,3849
North Dakota,2020-07-06,3900
North Dakota,2020-07-07,3973
North Dakota,2020-07-08,4072
North Dakota,2020-07-09,4156
North Dakota,2020-07-10,4245
North Dakota,2020-07-11,4335
North Dakota,2020-07-12,4437
North Dakota,2020-07-13,4491
North Dakota,2020-07-14,4562
North Dakota,2020-07-15,4665
North Dakota,2020-07-16,4789
North Dakota,2020-07-17,4904
North Dakota,2020-07-18,5016
North Dakota,2020-07-19,5122
North Dakota,2020-07-20,5203
North Dakota,2020-07-21,5364
North Dakota,2020-07-22,5488
North Dakota,2020-07-23,5608
North Dakota,2020-07-24,5730
North Dakota,2020-07-25,5870
North Dakota,2020-07-26,5981
North Dakota,2020-07-27,6132
North Dakota,2020-07-28,6221
North Dakota,2020-07-29,6293
North Dakota,2020-07-30,6460
North Dakota,2020-07-31,6592
North Dakota,2020-08-01,6648
North Dakota,2020-08-02,6775
North Dakota,2020-08-03,6924
North Dakota,2020-08-04,7046
North Dakota,2020-08-05,7168
North Dakota,2020-08-06,7316
North Dakota,2020-08-07,7495
North Dakota,2020-08-08,7586
North Dakota,2020-08-09,7703
North Dakota,2020-08-10,7872
North Dakota,2020-08-11,7959
North Dakota,2020-08-12,8159
North Dakota,2020-08-13,8311
North Dakota,2020-08-14,8433
North Dakota,2020-08-15,8574
North Dakota,2020-08-16,8633
North Dakota,2020-08-17,8766
North Dakota,2020-08-18,8953
North Dakota,2020-08-19,9227
North Dakota,2020-08-20,9458
North Dakota,2020-08-21,9714
North Dakota,2020-08-22,9851
North Dakota,2020-08-23,9975
North Dakota,2020-08-24,10208
North Dakota,2020-08-25,10442
North Dakota,2020-08-26,10774
North Dakota,2020-08-27,11080
North Dakota,2020-08-28,11452
North Dakota,2020-08-29,11673
North Dakota,2020-08-30,11787
North Dakota,2020-08-31,11978
North Dakota,2020-09-01,12242
North Dakota,2020-09-02,12601
North Dakota,2020-09-03,12939
North Dakota,2020-09-04,13294
North Dakota,2020-09-05,13592
North Dakota,2020-09-06,13761
North Dakota,2020-09-07,13836
North Dakota,2020-09-08,14072
North Dakota,2020-09-09,14408
North Dakota,2020-09-10,14648
North Dakota,2020-09-11,15113
North Dakota,2020-09-12,15542
North Dakota,2020-09-13,15793
North Dakota,2020-09-14,16019
North Dakota,2020-09-15,16284
North Dakota,2020-09-16,16676
North Dakota,2020-09-17,17180
North Dakota,2020-09-18,17556
North Dakota,2020-09-19,17909
North Dakota,2020-09-20,18193
North Dakota,2020-09-21,18456
North Dakota,2020-09-22,18927
North Dakota,2020-09-23,19393
North Dakota,2020-09-24,19821
North Dakota,2020-09-25,20318
North Dakota,2020-09-26,20658
North Dakota,2020-09-27,20916
North Dakota,2020-09-28,21335
North Dakota,2020-09-29,21779
North Dakota,2020-09-30,22146
North Dakota,2020-10-01,22612
North Dakota,2020-10-02,23053
North Dakota,2020-10-03,23463
North Dakota,2020-10-04,23768
North Dakota,2020-10-05,24269
North Dakota,2020-10-06,24758
North Dakota,2020-10-07,25280
North Dakota,2020-10-08,25922
North Dakota,2020-10-09,26518
North Dakota,2020-10-10,27153
North Dakota,2020-10-11,27625
North Dakota,2020-10-12,28115
North Dakota,2020-10-13,28778
North Dakota,2020-10-14,29473
North Dakota,2020-10-15,30352
North Dakota,2020-10-16,31120
North Dakota,2020-10-17,31831
North Dakota,2020-10-18,32486
North Dakota,2020-10-19,33535
North Dakota,2020-10-20,34057
North Dakota,2020-10-21,35101
North Dakota,2020-10-22,35995
North Dakota,2020-10-23,36958
North Dakota,2020-10-24,37806
North Dakota,2020-10-25,38335
North Dakota,2020-10-26,39233
North Dakota,2020-10-27,40049
North Dakota,2020-10-28,41274
North Dakota,2020-10-29,42647
North Dakota,2020-10-30,44102
North Dakota,2020-10-31,45252
North Dakota,2020-11-01,46220
North Dakota,2020-11-02,47431
North Dakota,2020-11-03,48602
North Dakota,2020-11-04,50165
North Dakota,2020-11-05,51968
North Dakota,2020-11-06,53612
North Dakota,2020-11-07,54728
North Dakota,2020-11-08,55877
North Dakota,2020-11-09,56821
North Dakota,2020-11-10,57915
North Dakota,2020-11-11,59734
North Dakota,2020-11-12,61219
North Dakota,2020-11-13,63533
North Dakota,2020-11-14,64478
North Dakota,2020-11-15,65559
North Dakota,2020-11-16,66668
North Dakota,2020-11-17,68001
North Dakota,2020-11-18,69446
North Dakota,2020-11-19,70855
North Dakota,2020-11-20,72402
North Dakota,2020-11-21,73569
North Dakota,2020-11-22,74262
North Dakota,2020-11-23,75321
North Dakota,2020-11-24,76490
North Dakota,2020-11-25,77485
North Dakota,2020-11-26,78223
North Dakota,2020-11-27,79004
North Dakota,2020-11-28,79710
North Dakota,2020-11-29,80295
North Dakota,2020-11-30,80755
North Dakota,2020-12-01,81296
North Dakota,2020-12-02,82311
North Dakota,2020-12-03,83185
North Dakota,2020-12-04,83783
North Dakota,2020-12-05,84265
North Dakota,2020-12-06,84640
North Dakota,2020-12-07,85219
North Dakota,2020-12-08,85681
North Dakota,2020-12-09,86238
North Dakota,2020-12-10,86737
North Dakota,2020-12-11,87102
North Dakota,2020-12-12,87369
North Dakota,2020-12-13,87560
North Dakota,2020-12-14,87886
North Dakota,2020-12-15,88173
North Dakota,2020-12-16,88527
North Dakota,2020-12-17,89015
North Dakota,2020-12-18,89234
North Dakota,2020-12-19,89464
North Dakota,2020-12-20,89539
North Dakota,2020-12-21,89863
North Dakota,2020-12-22,90121
North Dakota,2020-12-23,90344
North Dakota,2020-12-24,90613
North Dakota,2020-12-25,90728
North Dakota,2020-12-26,90824
North Dakota,2020-12-27,90913
North Dakota,2020-12-28,91199
North Dakota,2020-12-29,91542
North Dakota,2020-12-30,91831
North Dakota,2020-12-31,92091
North Dakota,2021-01-01,92215
North Dakota,2021-01-02,92376
North Dakota,2021-01-03,92559
North Dakota,2021-01-04,92801
North Dakota,2021-01-05,93096
North Dakota,2021-01-06,93415
North Dakota,2021-01-07,93684
North Dakota,2021-01-08,93863
North Dakota,2021-01-09,93951
North Dakota,2021-01-10,94072
North Dakota,2021-01-11,94318
North Dakota,2021-01-12,94538
North Dakota,2021-01-13,94777
North Dakota,2021-01-14,95006
North Dakota,2021-01-15,95131
North Dakota,2021-01-16,95282
North Dakota,2021-01-17,95351
North Dakota,2021-01-18,95487
North Dakota,2021-01-19,95642
North Dakota,2021-01-20,95789
North Dakota,2021-01-21,95973
North Dakota,2021-01-22,96136
North Dakota,2021-01-23,96231
North Dakota,2021-01-24,96285
North Dakota,2021-01-25,96415
North Dakota,2021-01-26,96572
North Dakota,2021-01-27,96716
North Dakota,2021-01-28,96868
North Dakota,2021-01-29,96971
North Dakota,2021-01-30,97037
North Dakota,2021-01-31,97080
North Dakota,2021-02-01,97212
North Dakota,2021-02-02,97350
North Dakota,2021-02-03,97502
North Dakota,2021-02-04,97593
North Dakota,2021-02-05,97672
North Dakota,2021-02-06,97718
North Dakota,2021-02-07,97752
North Dakota,2021-02-08,97850
North Dakota,2021-02-09,97994
North Dakota,2021-02-10,98128
North Dakota,2021-02-11,98241
North Dakota,2021-02-12,98332
North Dakota,2021-02-13,98379
North Dakota,2021-02-14,98426
North Dakota,2021-02-15,98559
North Dakota,2021-02-16,98681
North Dakota,2021-02-17,98814
North Dakota,2021-02-18,98930
North Dakota,2021-02-19,99012
North Dakota,2021-02-20,99057
North Dakota,2021-02-21,99092
North Dakota,2021-02-22,99194
North Dakota,2021-02-23,99311
North Dakota,2021-02-24,99399
North Dakota,2021-02-25,99488
North Dakota,2021-02-26,99555
North Dakota,2021-02-27,99586
North Dakota,2021-02-28,99630
North Dakota,2021-03-01,99734
North Dakota,2021-03-02,99844
North Dakota,2021-03-03,99962
North Dakota,2021-03-04,100057
North Dakota,2021-03-05,100137
North Dakota,2021-03-06,100170
North Dakota,2021-03-07,100197
North Dakota,2021-03-08,100296
North Dakota,2021-03-09,100400
North Dakota,2021-03-10,100510
North Dakota,2021-03-11,100634
North Dakota,2021-03-12,100732
North Dakota,2021-03-13,100766
North Dakota,2021-03-14,100791
North Dakota,2021-03-15,100939
North Dakota,2021-03-16,101070
North Dakota,2021-03-17,101186
North Dakota,2021-03-18,101301
North Dakota,2021-03-19,101388
North Dakota,2021-03-20,101434
North Dakota,2021-03-21,101484
North Dakota,2021-03-22,101649
North Dakota,2021-03-23,101790
North Dakota,2021-03-24,101989
North Dakota,2021-03-25,102171
North Dakota,2021-03-26,102330
North Dakota,2021-03-27,102378
North Dakota,2021-03-28,102434
North Dakota,2021-03-29,102678
North Dakota,2021-03-30,102889
North Dakota,2021-03-31,103094
North Dakota,2021-04-01,103256
North Dakota,2021-04-02,103377
North Dakota,2021-04-03,103434
North Dakota,2021-04-04,103508
North Dakota,2021-04-05,103764
North Dakota,2021-04-06,103958
North Dakota,2021-04-07,104159
North Dakota,2021-04-08,104280
North Dakota,2021-04-09,104491
North Dakota,2021-04-10,104538
North Dakota,2021-04-11,104601
North Dakota,2021-04-12,104830
North Dakota,2021-04-13,105004
North Dakota,2021-04-14,105171
North Dakota,2021-04-15,105349
North Dakota,2021-04-16,105488
North Dakota,2021-04-17,105544
North Dakota,2021-04-18,105593
North Dakota,2021-04-19,105832
North Dakota,2021-04-20,106008
North Dakota,2021-04-21,106174
North Dakota,2021-04-22,106327
North Dakota,2021-04-23,106444
North Dakota,2021-04-24,106494
North Dakota,2021-04-25,106598
North Dakota,2021-04-26,106788
North Dakota,2021-04-27,106941
North Dakota,2021-04-28,107087
North Dakota,2021-04-29,107260
North Dakota,2021-04-30,107426
North Dakota,2021-05-01,107496
North Dakota,2021-05-02,107551
North Dakota,2021-05-03,107700
North Dakota,2021-05-04,107869
North Dakota,2021-05-05,108006
North Dakota,2021-05-06,108127
North Dakota,2021-05-07,108227
North Dakota,2021-05-08,108267
North Dakota,2021-05-09,108312
North Dakota,2021-05-10,108437
North Dakota,2021-05-11,108546
North Dakota,2021-05-12,108662
North Dakota,2021-05-13,108755
North Dakota,2021-05-14,108839
North Dakota,2021-05-15,108886
North Dakota,2021-05-16,108917
North Dakota,2021-05-17,109015
North Dakota,2021-05-18,109134
North Dakota,2021-05-19,109213
North Dakota,2021-05-20,109281
North Dakota,2021-05-21,109350
North Dakota,2021-05-22,109376
North Dakota,2021-05-23,109406
North Dakota,2021-05-24,109485
North Dakota,2021-05-25,109554
North Dakota,2021-05-26,109593
North Dakota,2021-05-27,109642
North Dakota,2021-05-28,109688
North Dakota,2021-05-29,109709
North Dakota,2021-05-30,109717
North Dakota,2021-05-31,109735
North Dakota,2021-06-01,109819
North Dakota,2021-06-02,109873
North Dakota,2021-06-03,109925
North Dakota,2021-06-04,109952
North Dakota,2021-06-05,109973
North Dakota,2021-06-06,109989
North Dakota,2021-06-07,110028
North Dakota,2021-06-08,110073
North Dakota,2021-06-09,110125
North Dakota,2021-06-10,110159
North Dakota,2021-06-11,110197
North Dakota,2021-06-12,110204
North Dakota,2021-06-13,110212
North Dakota,2021-06-14,110244
North Dakota,2021-06-15,110264
North Dakota,2021-06-16,110291
North Dakota,2021-06-17,110316
North Dakota,2021-06-18,110332
North Dakota,2021-06-19,110339
North Dakota,2021-06-20,110344
North Dakota,2021-06-21,110373
North Dakota,2021-06-22,110388
North Dakota,2021-06-23,110403
North Dakota,2021-06-24,110422
North Dakota,2021-06-25,110436
North Dakota,2021-06-26,110442
North Dakota,2021-06-27,110447
North Dakota,2021-06-28,110460
North Dakota,2021-06-29,110486
North Dakota,2021-06-30,110499
North Dakota,2021-07-01,110508
North Dakota,2021-07-02,110514
North Dakota,2021-07-03,110516
North Dakota,2021-07-04,110525
North Dakota,2021-07-05,110531
North Dakota,2021-07-06,110560
North Dakota,2021-07-07,110589
North Dakota,2021-07-08,110604
North Dakota,2021-07-09,110630
North Dakota,2021-07-10,110640
North Dakota,2021-07-11,110642
North Dakota,2021-07-12,110684
North Dakota,2021-07-13,110713
North Dakota,2021-07-14,110741
North Dakota,2021-07-15,110760
North Dakota,2021-07-16,110785
North Dakota,2021-07-17,110794
North Dakota,2021-07-18,110805
North Dakota,2021-07-19,110850
North Dakota,2021-07-20,110876
North Dakota,2021-07-21,110911
North Dakota,2021-07-22,110954
North Dakota,2021-07-23,110998
North Dakota,2021-07-24,111023
North Dakota,2021-07-25,111050
North Dakota,2021-07-26,111115
North Dakota,2021-07-27,111196
North Dakota,2021-07-28,111270
North Dakota,2021-07-29,111354
North Dakota,2021-07-30,111431
North Dakota,2021-07-31,111462
North Dakota,2021-08-01,111488
North Dakota,2021-08-02,111627
North Dakota,2021-08-03,111723
North Dakota,2021-08-04,111839
North Dakota,2021-08-05,111958
North Dakota,2021-08-06,112073
North Dakota,2021-08-07,112125
North Dakota,2021-08-08,112184
North Dakota,2021-08-09,112346
North Dakota,2021-08-10,112518
North Dakota,2021-08-11,112662
North Dakota,2021-08-12,112837
North Dakota,2021-08-13,112997
North Dakota,2021-08-14,113106
North Dakota,2021-08-15,113180
North Dakota,2021-08-16,113447
North Dakota,2021-08-17,113696
North Dakota,2021-08-18,113942
North Dakota,2021-08-19,114234
North Dakota,2021-08-20,114451
North Dakota,2021-08-21,114570
North Dakota,2021-08-22,114675
North Dakota,2021-08-23,115066
North Dakota,2021-08-24,115430
North Dakota,2021-08-25,115786
North Dakota,2021-08-26,116072
North Dakota,2021-08-27,116430
North Dakota,2021-08-28,116601
North Dakota,2021-08-29,116746
North Dakota,2021-08-30,117260
North Dakota,2021-08-31,117720
North Dakota,2021-09-01,118250
North Dakota,2021-09-02,118693
North Dakota,2021-09-03,119146
North Dakota,2021-09-04,119320
North Dakota,2021-09-05,119457
North Dakota,2021-09-06,119730
North Dakota,2021-09-07,120362
North Dakota,2021-09-08,120977
North Dakota,2021-09-09,121605
North Dakota,2021-09-10,122097
North Dakota,2021-09-11,122307
North Dakota,2021-09-12,122489
North Dakota,2021-09-13,122854
North Dakota,2021-09-14,123792
North Dakota,2021-09-15,124368
North Dakota,2021-09-16,124855
North Dakota,2021-09-17,125345
North Dakota,2021-09-18,125545
North Dakota,2021-09-19,125763
North Dakota,2021-09-20,126392
North Dakota,2021-09-21,127030
North Dakota,2021-09-22,127658
North Dakota,2021-09-23,128294
North Dakota,2021-09-24,128940
North Dakota,2021-09-25,129222
North Dakota,2021-09-26,129441
North Dakota,2021-09-27,130314
North Dakota,2021-09-28,131138
North Dakota,2021-09-29,131898
North Dakota,2021-09-30,132548
North Dakota,2021-10-01,133255
North Dakota,2021-10-02,133522
North Dakota,2021-10-03,133799
North Dakota,2021-10-04,134653
North Dakota,2021-10-05,135462
North Dakota,2021-10-06,136163
North Dakota,2021-10-07,136856
North Dakota,2021-10-08,137405
North Dakota,2021-10-09,137679
North Dakota,2021-10-10,137909
North Dakota,2021-10-11,138626
North Dakota,2021-10-12,139283
North Dakota,2021-10-13,139910
North Dakota,2021-10-14,140469
North Dakota,2021-10-15,140990
North Dakota,2021-10-16,141211
North Dakota,2021-10-17,141407
North Dakota,2021-10-18,142133
North Dakota,2021-10-19,142708
North Dakota,2021-10-20,143246
North Dakota,2021-10-21,143815
North Dakota,2021-10-22,144283
North Dakota,2021-10-23,144534
North Dakota,2021-10-24,144731
North Dakota,2021-10-25,145468
North Dakota,2021-10-26,146117
North Dakota,2021-10-27,146788
North Dakota,2021-10-28,147313
North Dakota,2021-10-29,147834
North Dakota,2021-10-30,148137
North Dakota,2021-10-31,148293
North Dakota,2021-11-01,148949
North Dakota,2021-11-02,149588
North Dakota,2021-11-03,150189
North Dakota,2021-11-04,150763
North Dakota,2021-11-05,151367
North Dakota,2021-11-06,151563
North Dakota,2021-11-07,151725
North Dakota,2021-11-08,152509
North Dakota,2021-11-09,153150
North Dakota,2021-11-10,153776
North Dakota,2021-11-11,154181
North Dakota,2021-11-12,154679
North Dakota,2021-11-13,154883
North Dakota,2021-11-14,155071
North Dakota,2021-11-15,155850
North Dakota,2021-11-16,156477
North Dakota,2021-11-17,157116
North Dakota,2021-11-18,157582
North Dakota,2021-11-19,158073
North Dakota,2021-11-20,158279
North Dakota,2021-11-21,158444
North Dakota,2021-11-22,159111
North Dakota,2021-11-23,159641
North Dakota,2021-11-24,160292
North Dakota,2021-11-25,160466
North Dakota,2021-11-26,160841
North Dakota,2021-11-27,161048
North Dakota,2021-11-28,161200
North Dakota,2021-11-29,162044
North Dakota,2021-11-30,162730
North Dakota,2021-12-01,163326
North Dakota,2021-12-02,163852
North Dakota,2021-12-03,164302
North Dakota,2021-12-04,164464
North Dakota,2021-12-05,164573
North Dakota,2021-12-06,165132
North Dakota,2021-12-07,165599
North Dakota,2021-12-08,165988
North Dakota,2021-12-09,166354
North Dakota,2021-12-10,166753
North Dakota,2021-12-11,166903
North Dakota,2021-12-12,167024
North Dakota,2021-12-13,167563
North Dakota,2021-12-14,167999
North Dakota,2021-12-15,168410
North Dakota,2021-12-16,168739
North Dakota,2021-12-17,169012
North Dakota,2021-12-18,169164
North Dakota,2021-12-19,169275
North Dakota,2021-12-20,169719
North Dakota,2021-12-21,170121
North Dakota,2021-12-22,170538
North Dakota,2021-12-23,170950
North Dakota,2021-12-24,171119
North Dakota,2021-12-25,171188
North Dakota,2021-12-26,171307
North Dakota,2021-12-27,171712
North Dakota,2021-12-28,172354
North Dakota,2021-12-29,173119
North Dakota,2021-12-30,173906
North Dakota,2021-12-31,174359
North Dakota,2022-01-01,174516
North Dakota,2022-01-02,174833
North Dakota,2022-01-03,176051
North Dakota,2022-01-04,177521
North Dakota,2022-01-05,178876
North Dakota,2022-01-06,180381
North Dakota,2022-01-07,181714
North Dakota,2022-01-08,182291
North Dakota,2022-01-09,182904
North Dakota,2022-01-10,185014
North Dakota,2022-01-11,187419
North Dakota,2022-01-12,190057
North Dakota,2022-01-13,192163
North Dakota,2022-01-14,194389
North Dakota,2022-01-15,195463
North Dakota,2022-01-16,196205
North Dakota,2022-01-17,199120
North Dakota,2022-01-18,202233
North Dakota,2022-01-19,205282
North Dakota,2022-01-20,208028
North Dakota,2022-01-21,210540
North Dakota,2022-01-22,211507
North Dakota,2022-01-23,212119
North Dakota,2022-01-24,214565
North Dakota,2022-01-25,216944
North Dakota,2022-01-26,219112
North Dakota,2022-01-27,221210
North Dakota,2022-01-28,222800
North Dakota,2022-01-29,223525
North Dakota,2022-01-30,223886
North Dakota,2022-01-31,225653
North Dakota,2022-02-01,226879
North Dakota,2022-02-02,228228
North Dakota,2022-02-03,229303
North Dakota,2022-02-04,230118
North Dakota,2022-02-05,230533
North Dakota,2022-02-06,230777
North Dakota,2022-02-07,231721
North Dakota,2022-02-08,232537
North Dakota,2022-02-09,233252
North Dakota,2022-02-10,233907
North Dakota,2022-02-11,234377
North Dakota,2022-02-12,234574
North Dakota,2022-02-13,234685
North Dakota,2022-02-14,235138
North Dakota,2022-02-15,235574
North Dakota,2022-02-16,235982
North Dakota,2022-02-17,236273
North Dakota,2022-02-18,236504
North Dakota,2022-02-19,236618
North Dakota,2022-02-20,236677
North Dakota,2022-02-21,236843
North Dakota,2022-02-22,237044
North Dakota,2022-02-23,237313
North Dakota,2022-02-24,237518
North Dakota,2022-02-25,237664
North Dakota,2022-02-26,237738
North Dakota,2022-02-27,237763
North Dakota,2022-02-28,237924
North Dakota,2022-03-01,238074
North Dakota,2022-03-02,238217
North Dakota,2022-03-03,238337
North Dakota,2022-03-04,238424
North Dakota,2022-03-05,238454
North Dakota,2022-03-06,238487
North Dakota,2022-03-07,238575
North Dakota,2022-03-08,238671
North Dakota,2022-03-09,238767
North Dakota,2022-03-10,238841
North Dakota,2022-03-11,238908
North Dakota,2022-03-12,238932
North Dakota,2022-03-13,238946
North Dakota,2022-03-14,239012
North Dakota,2022-03-15,239068
North Dakota,2022-03-16,239125
North Dakota,2022-03-17,239169
North Dakota,2022-03-18,239201
North Dakota,2022-03-19,239215
North Dakota,2022-03-20,239224
North Dakota,2022-03-21,239282
North Dakota,2022-03-22,239324
North Dakota,2022-03-23,239361
North Dakota,2022-03-24,239408
North Dakota,2022-03-25,239433
North Dakota,2022-03-26,239436
North Dakota,2022-03-27,239438
North Dakota,2022-03-28,239479
North Dakota,2022-03-29,239515
North Dakota,2022-03-30,239555
North Dakota,2022-03-31,239605
North Dakota,2022-04-01,239641
North Dakota,2022-04-02,239645
North Dakota,2022-04-03,239652
North Dakota,2022-04-04,239703
North Dakota,2022-04-05,239757
North Dakota,2022-04-06,239803
North Dakota,2022-04-07,239850
North Dakota,2022-04-08,239893
North Dakota,2022-04-09,239908
North Dakota,2022-04-10,239917
North Dakota,2022-04-11,239985
North Dakota,2022-04-12,240044
North Dakota,2022-04-13,240087
North Dakota,2022-04-14,240119
North Dakota,2022-04-15,240152
North Dakota,2022-04-16,240159
North Dakota,2022-04-17,240172
North Dakota,2022-04-18,240265
North Dakota,2022-04-19,240334
North Dakota,2022-04-20,240398
North Dakota,2022-04-21,240459
North Dakota,2022-04-22,240529
North Dakota,2022-04-23,240538
North Dakota,2022-04-24,240559
North Dakota,2022-04-25,240660
North Dakota,2022-04-26,240730
North Dakota,2022-04-27,240797
North Dakota,2022-04-28,240885
North Dakota,2022-04-29,240956
North Dakota,2022-04-30,240977
North Dakota,2022-05-01,241017
North Dakota,2022-05-02,241132
North Dakota,2022-05-03,241241
North Dakota,2022-05-04,241359
North Dakota,2022-05-05,241491
North Dakota,2022-05-06,241606
North Dakota,2022-05-07,241628
North Dakota,2022-05-08,241669
North Dakota,2022-05-09,241822
North Dakota,2022-05-10,241965
North Dakota,2022-05-11,242064
North Dakota,2022-05-12,242212
North Dakota,2022-05-13,242409
North Dakota,2022-05-14,242409
North Dakota,2022-05-15,242410
North Dakota,2022-05-16,242654
North Dakota,2022-05-17,242813
North Dakota,2022-05-18,242966
North Dakota,2022-05-19,243114
North Dakota,2022-05-20,243262
North Dakota,2022-05-21,243292
North Dakota,2022-05-22,243342
North Dakota,2022-05-23,243548
North Dakota,2022-05-24,243707
North Dakota,2022-05-25,243889
North Dakota,2022-05-26,244072
North Dakota,2022-05-27,244262
North Dakota,2022-05-28,244304
North Dakota,2022-05-29,244367
North Dakota,2022-05-30,244435
North Dakota,2022-05-31,244747
North Dakota,2022-06-01,244998
North Dakota,2022-06-02,245242
North Dakota,2022-06-03,245443
North Dakota,2022-06-04,245482
North Dakota,2022-06-05,245521
North Dakota,2022-06-06,245717
North Dakota,2022-06-07,245875
North Dakota,2022-06-08,246157
North Dakota,2022-06-09,246322
North Dakota,2022-06-10,246568
North Dakota,2022-06-11,246623
North Dakota,2022-06-12,246703
North Dakota,2022-06-13,246932
North Dakota,2022-06-14,247126
North Dakota,2022-06-15,247344
North Dakota,2022-06-16,247644
North Dakota,2022-06-17,247842
North Dakota,2022-06-18,247875
North Dakota,2022-06-19,247940
North Dakota,2022-06-20,248198
North Dakota,2022-06-21,248422
North Dakota,2022-06-22,248634
North Dakota,2022-06-23,248857
North Dakota,2022-06-24,249050
North Dakota,2022-06-25,249087
North Dakota,2022-06-26,249149
North Dakota,2022-06-27,249448
North Dakota,2022-06-28,249706
North Dakota,2022-06-29,249973
North Dakota,2022-06-30,250255
North Dakota,2022-07-01,250508
North Dakota,2022-07-02,250567
North Dakota,2022-07-03,250652
North Dakota,2022-07-04,250719
North Dakota,2022-07-05,251153
North Dakota,2022-07-06,251518
North Dakota,2022-07-07,251829
North Dakota,2022-07-08,252102
North Dakota,2022-07-09,252156
North Dakota,2022-07-10,252253
North Dakota,2022-07-11,252624
North Dakota,2022-07-12,252967
North Dakota,2022-07-13,253306
North Dakota,2022-07-14,253637
North Dakota,2022-07-15,253899
North Dakota,2022-07-16,253963
North Dakota,2022-07-17,254046
North Dakota,2022-07-18,254439
North Dakota,2022-07-19,254850
North Dakota,2022-07-20,255167
North Dakota,2022-07-21,255467
North Dakota,2022-07-22,255747
North Dakota,2022-07-23,255807
North Dakota,2022-07-24,255886
North Dakota,2022-07-25,256247
North Dakota,2022-07-26,256560
North Dakota,2022-07-27,256950
North Dakota,2022-07-28,257334
North Dakota,2022-07-29,257641
North Dakota,2022-07-30,257708
North Dakota,2022-07-31,257808
North Dakota,2022-08-01,258236
North Dakota,2022-08-02,258596
North Dakota,2022-08-03,258963
North Dakota,2022-08-04,259269
North Dakota,2022-08-05,259583
North Dakota,2022-08-06,259657
North Dakota,2022-08-07,259738
North Dakota,2022-08-08,260168
North Dakota,2022-08-09,260512
North Dakota,2022-08-10,260801
North Dakota,2022-08-11,261073
North Dakota,2022-08-12,261348
North Dakota,2022-08-13,261408
North Dakota,2022-08-14,261477
North Dakota,2022-08-15,261835
North Dakota,2022-08-16,262119
North Dakota,2022-08-17,262386
North Dakota,2022-08-18,262624
North Dakota,2022-08-19,262848
North Dakota,2022-08-20,262901
North Dakota,2022-08-21,262990
North Dakota,2022-08-22,263286
North Dakota,2022-08-23,263576
North Dakota,2022-08-24,263816
North Dakota,2022-08-25,264009
North Dakota,2022-08-26,264222
North Dakota,2022-08-27,264271
North Dakota,2022-08-28,264340
North Dakota,2022-08-29,264606
North Dakota,2022-08-30,264843
North Dakota,2022-08-31,265067
North Dakota,2022-09-01,265271
North Dakota,2022-09-02,265431
North Dakota,2022-09-03,265474
North Dakota,2022-09-04,265525
North Dakota,2022-09-05,265588
North Dakota,2022-09-06,265847
North Dakota,2022-09-07,266155
North Dakota,2022-09-08,266384
North Dakota,2022-09-09,266548
North Dakota,2022-09-10,266579
North Dakota,2022-09-11,266682
North Dakota,2022-09-12,266873
North Dakota,2022-09-13,267057
North Dakota,2022-09-14,267245
North Dakota,2022-09-15,267406
North Dakota,2022-09-16,267570
North Dakota,2022-09-17,267606
North Dakota,2022-09-18,267662
North Dakota,2022-09-19,267906
North Dakota,2022-09-20,268099
North Dakota,2022-09-21,268265
North Dakota,2022-09-22,268439
North Dakota,2022-09-23,268592
North Dakota,2022-09-24,268622
North Dakota,2022-09-25,268687
North Dakota,2022-09-26,268915
North Dakota,2022-09-27,269088
North Dakota,2022-09-28,269249
North Dakota,2022-09-29,269405
North Dakota,2022-09-30,269547
North Dakota,2022-10-01,269577
North Dakota,2022-10-02,269626
North Dakota,2022-10-03,269856
North Dakota,2022-10-04,270059
North Dakota,2022-10-05,270230
North Dakota,2022-10-06,270374
North Dakota,2022-10-07,270511
North Dakota,2022-10-08,270548
North Dakota,2022-10-09,270579
North Dakota,2022-10-10,270733
North Dakota,2022-10-11,270892
North Dakota,2022-10-12,271043
North Dakota,2022-10-13,271179
North Dakota,2022-10-14,271307
North Dakota,2022-10-15,271334
North Dakota,2022-10-16,271368
North Dakota,2022-10-17,271553
North Dakota,2022-10-18,271686
North Dakota,2022-10-19,271851
North Dakota,2022-10-20,271942
North Dakota,2022-10-21,272065
North Dakota,2022-10-22,272106
North Dakota,2022-10-23,272160
North Dakota,2022-10-24,272348
North Dakota,2022-10-25,272504
North Dakota,2022-10-26,272644
North Dakota,2022-10-27,272783
North Dakota,2022-10-28,272915
North Dakota,2022-10-29,272952
North Dakota,2022-10-30,272994
North Dakota,2022-10-31,273205
North Dakota,2022-11-01,273396
North Dakota,2022-11-02,273586
North Dakota,2022-11-03,273754
North Dakota,2022-11-04,273921
North Dakota,2022-11-05,273965
North Dakota,2022-11-06,274006
North Dakota,2022-11-07,274226
North Dakota,2022-11-08,274405
North Dakota,2022-11-09,274590
North Dakota,2022-11-10,274686
North Dakota,2022-11-11,274741
North Dakota,2022-11-12,274776
North Dakota,2022-11-13,274822
North Dakota,2022-11-14,275049
North Dakota,2022-11-15,275163
North Dakota,2022-11-16,275369
North Dakota,2022-11-17,275480
North Dakota,2022-11-18,275565
North Dakota,2022-11-19,275601
